교량명,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,시설물종별등급구분,상부구조형식,Type,,상하행선분리여부,교량연장,교량폭,높이,통행하중,제한속도,가변속도제한유무,제한차량,차로수,교량준공년도,최종안전점검일자,최종안전점검결과,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
덕천2육교,1,남해고속도로,-,3,2,북구,부산광역시 북구,부산광역시 북구 덕천1동 50-22번지,35.2147721,129.0202528,35.2147721,129.0202528,3,RC,,61,Y,10,20,6,24,,,,4,1996,2018-05-24,B,부산광역시 북구청,051-309-4696,2018-08-29,3320000,부산광역시 북구
만덕2호교,3,구만덕로,-,3,2,북구,부산광역시 북구,부산광역시 북구 만덕1동 454-3번지,35.2150769,129.0442413,35.2150769,129.0442413,3,RC,,61,Y,18,17,8,24,,,,4,1971,2018-05-24,B,부산광역시 북구청,051-309-4694,2018-08-29,3320000,부산광역시 북구
만덕교,3,만덕대로,290,3,2,북구,부산광역시 북구 만덕대로 290,부산광역시 북구 만덕1동 631-1번지,35.2131243,129.0310133,35.2131243,129.0310133,3,스틸,,2,Y,55,8,5,24,,,,2,1996,2018-05-24,B,부산광역시 북구청,051-309-4694,2018-08-29,3320000,부산광역시 북구
만덕3호교,3,구만덕로,-,3,2,북구,부산광역시 북구,부산광역시 북구 만덕1동 470-2번지,35.2150758,129.0422785,35.2150758,129.0422785,3,RC,,61,Y,8,17,5,24,,,,4,1972,2018-05-24,B,부산광역시 북구청,051-309-4694,2018-08-29,3320000,부산광역시 북구
석불교,3,중리로,-,3,2,북구,부산광역시 북구 중리로,부산광역시 북구 만덕1동 51-5번지,35.2146563,129.0455605,35.2146563,129.0455605,3,스틸,,2,Y,25,7,4,24,,,,2,1992,2018-05-24,B,부산광역시 북구청,051-309-4694,2018-08-29,3320000,부산광역시 북구
태창교,3,산성로,-,3,2,북구,부산광역시 북구 산성로,부산광역시 북구 화명2동 2126번지,35.238052,129.0204761,35.238052,129.0204761,3,RC,,61,Y,13,13,3,24,,,,2,1970,2018-05-24,B,부산광역시 북구청,051-309-4695,2018-08-29,3320000,부산광역시 북구
대천교,3,산성로,47번길,3,2,북구,부산광역시 북구 산성로47번길,부산광역시 북구 화명2동 2102-1번지,35.2414628,129.0145622,35.2414628,129.0145622,3,RC,,61,Y,30,10,5,24,,,,2,1990,2018-05-24,B,부산광역시 북구청,051-309-4695,2018-08-29,3320000,부산광역시 북구
대천2호교,3,산성로,-,3,2,북구,부산광역시 북구 산성로,부산광역시 북구 화명2동 328번지,35.2436567,129.0200621,35.2436567,129.0200621,3,RC,,61,Y,33,12,7,24,,,,2,1996,2018-05-24,B,부산광역시 북구청,051-309-4695,2018-08-29,3320000,부산광역시 북구
산외교,3,산성로,-,3,2,북구,부산광역시 북구 산성로,부산광역시 북구 화명2동 2102번지,35.2473957,129.0322678,35.2473957,129.0322678,3,RC,,61,Y,16,12,7,24,,,,2,1996,2018-05-24,B,부산광역시 북구청,051-309-4695,2018-08-29,3320000,부산광역시 북구
화명1호교,3,화명신도시로,-,3,2,북구,부산광역시 북구 화명신도시로,부산광역시 북구 화명3동 2254번지,35.2404753,129.0111984,35.2404753,129.0111984,3,RC,,61,Y,93,23,12,24,,,,4,2001,2018-05-24,B,부산광역시 북구청,051-309-4695,2018-08-29,3320000,부산광역시 북구
양음교,99,-,-,3,2,북구,부산광역시 북구,부산광역시 북구 화명2동 328번지,35.2436567,129.0200621,35.2436567,129.0200621,3,RC,,61,Y,34,3,5,24,,,,0,2005,2018-05-24,B,부산광역시 북구청,051-309-4695,2018-08-29,3320000,부산광역시 북구
금곡과선교,2,화명양산간국도,-,3,2,북구,부산광역시 북구,부산광역시 북구 덕천2동 610번지,35.2189,129.0045753,35.2189,129.0045753,3,스틸박스,,1,Y,35,7,7,24,,,,2,2007,2018-05-24,B,부산광역시 북구청,051-309-4696,2018-08-29,3320000,부산광역시 북구
구포대교,2,국도14호선,-,3,2,북구,부산광역시 북구,부산광역시 북구 구포2동 1157-1번지,35.2047348,128.9933078,35.2047348,128.9933078,2,PC,,5,Y,954,30,18,24,,,,6,1993,2018-05-24,B,건설안전시험사업소,051-309-4691,2018-08-29,3320000,부산광역시 북구
덕천1육교,1,남해고속도로,-,3,2,북구,부산광역시 북구,부산광역시 북구 덕천2동 656-2번지,35.2158097,129.0047273,35.2158097,129.0047273,1,PC,,5,Y,155,25,5,24,,,,4,1996,2018-05-24,B,건설안전시험사업소,051-309-4696,2018-08-29,3320000,부산광역시 북구
구포낙동강교(순천방향),1,남해고속도로,-,3,2,북구,부산광역시 북구,부산광역시 북구 덕천2동 815-6번지,35.2215652,129.0011129,35.2215652,129.0011129,1,SPG,,4,Y,1336,15,5,24,,,,2,1992,2018-05-24,B,건설안전시험사업소,051-309-4696,2018-08-29,3320000,부산광역시 북구
구포낙동강교(부산방향),1,남해고속도로,-,3,2,북구,부산광역시 북구,부산광역시 북구 덕천2동 815-6번지,35.2215652,129.0011129,35.2215652,129.0011129,1,SPG,,4,Y,1336,15,5,24,,,,3,1996,2018-05-24,B,건설안전시험사업소,051-309-4696,2018-08-29,3320000,부산광역시 북구
화명교,3,금곡대로,-,3,2,북구,부산광역시 북구,부산광역시 북구 화명3동 2102-1번지,35.2414628,129.0145622,35.2414628,129.0145622,2,PC,,5,Y,40,30,5,24,,,,6,1996,2018-05-24,B,건설안전시험사업소,051-309-4695,2018-08-29,3320000,부산광역시 북구
화명2호교,3,학사로,-,3,2,북구,부산광역시 북구,부산광역시 북구 화명3동 2254번지,35.2404753,129.0111984,35.2404753,129.0111984,2,RC,,61,Y,161,20,5,24,,,,4,2001,2018-05-24,B,건설안전시험사업소,051-309-4695,2018-08-29,3320000,부산광역시 북구
북평IC교,2,국도7호선,7,3,10,동해시,,강원도 동해시 대구동 270-1,37.473178,129.134077,37.473357,129.133243,2,Steel Box교,,1,N,70,19,6,43,,,,4,1993,2018-03-20,B,동해시,033-530-2207,2018-08-30,4210000,강원도 동해시
단 봉 교,2,국도7호선,7,3,10,동해시,,강원도 동해시 단봉동 645-2,37.476657,129.116742,37.476637,129.116531,2,PC교,,3,N,13,20,5,32,,,,4,1975,2018-03-20,B,동해시,033-530-2207,2018-08-30,4210000,강원도 동해시
전 천 교,2,국도7호선,7,3,10,동해시,,강원도 동해시 이도동 296-4,37.481224,129.112658,37.483355,129.112289,2,PCI교,,2,N,240,16,6,32,,,,4,1975,2018-03-20,C,동해시,033-530-2207,2018-08-30,4210000,강원도 동해시
나안 2교,2,국도7호선,7,3,10,동해시,,강원도 동해시 나안동 212-2,37.487967,129.111485,37.488088,129.111459,2,PC교,,3,N,13,16,6,32,,,,4,1975,2018-03-20,B,동해시,033-530-2207,2018-08-30,4210000,강원도 동해시
나안 1교,2,국도7호선,7,3,10,동해시,,강원도 동해시 동회동 17,37.488637,129.111368,37.488934,129.111319,2,PCI교,,2,N,33,16,6,32,,,,4,1975,2018-03-20,B,동해시,033-530-2207,2018-08-30,4210000,강원도 동해시
부곡천교,2,국도7호선,7,3,10,동해시,,강원도 동해시 부곡동 153,37.537926,129.098392,37.538434,129.097779,2,RCT교,,1,N,12,33,4,32,,,,2,1974,2018-03-20,B,동해시,033-530-2207,2018-08-30,4210000,강원도 동해시
달맞이교,5,달맞이길,4007,1,2,해운대구,부산광역시 해운대구 해운대로,부산광역시 해운대구 송정동 산 53-5번지,35.178649,129.193059,35.177969,129.19303,99,라멘교(RA),Rahmen,,N,71.5,8,4.5,18,,N,,1,1996,2017-10-26,B,해운대구청,051-749-4695,2018-08-22,3330000,부산광역시 해운대구
동백교,6,동백로,4005,3,2,해운대구,부산광역시 해운대구 동백로,부산광역시 해운대구 우1동 1151-10번지,35.15765,129.152535,35.157396,129.152744,99,RC슬래브교(RCS),Slab,,N,37.3,20,4,23,,N,,4,1995,2017-10-26,B,해운대구청,051-749-4695,2018-08-22,3330000,부산광역시 해운대구
반석2호교,6,상수로,9102,3,2,해운대구,부산광역시 해운대구 선수촌로,부산광역시 해운대구 반여동 1502-48,35.217361,129.124758,35.217563,129.124755,99,RC슬래브교(RCS),Slab,,N,41,21,4,24,,N,,4,2000,2017-10-26,A,해운대구청,051-749-4701,2018-08-22,3330000,부산광역시 해운대구
반석교,6,반송로,91,1,2,해운대구,부산광역시 해운대구 석대촌로,부산광역시 해운대구 반여동 11-9,35.218335,129.140558,35.218569,129.140547,99,RC슬래브교(RCS),Slab,,N,37.5,9.5,4,24,,N,,1,1999,2017-10-26,B,해운대구청,051-749-4701,2018-08-22,3330000,부산광역시 해운대구
반송3호교,6,반송로,91,3,2,해운대구,부산광역시 해운대구 반송로,부산광역시 해운대구 반송동 756-255,35.225685,129.146378,35.225645,129.146636,99,RC슬래브교(RCS),Slab,,N,21,12,4,18,,N,,2,1976,2017-10-26,C,해운대구청,051-749-4701,2018-08-22,3330000,부산광역시 해운대구
석대2호교,5,수영강변대로,44,3,2,해운대구,부산광역시 해운대구 수영강변대로,부산광역시 해운대구 반여동 579,35.21269,129.120988,35.213799,129.120617,99,RC슬래브교(RCS),Slab,,N,30.5,23.8,4,24,,N,,8,1979,2017-10-26,B,해운대구청,051-749-4701,2018-08-22,3330000,부산광역시 해운대구
석대산단교,6,수영강변대로,44,3,2,해운대구,부산광역시 해운대구 반송로,부산광역시 해운대구 석대동 591-6,35.224422,129.119107,35.224659,129.11885,3,플리플렉스빔교(PF),Girder,,N,107.8,6.9,4,24,,N,,2,2013,2016-10-22,B,해운대구청,051-749-4701,2018-08-22,3330000,부산광역시 해운대구
세월교,5,반여로,4003,3,2,해운대구,부산광역시 해운대구 수영강변대로,부산광역시 해운대구 반여동 1502-16,35.20456,129.119443,35.20491,129.119342,99,RC슬래브교(RCS),Slab,,N,67.6,15,4,24,,N,,4,1980,2017-10-26,B,해운대구청,051-749-4701,2018-08-22,3330000,부산광역시 해운대구
좌동교,6,좌동로,40,3,2,해운대구,부산광역시 해운대구 좌동로,부산광역시 해운대구 중동 174-2,35.171805,129.173498,35.171745,129.173359,99,RC슬래브교(RCS),Slab,,N,23,6,4,18,,N,,2,1984,2017-10-26,B,해운대구청,051-749-4695,2018-08-22,3330000,부산광역시 해운대구
춘천4호교,6,좌동로,40,3,2,해운대구,부산광역시 해운대구 대천로,부산광역시 해운대구 좌동 1280,35.174609,129.170209,35.174711,129.170433,99,RC슬래브교(RCS),Slab,,N,31,20,4,24,,N,,4,1996,2017-10-26,B,해운대구청,051-749-4695,2018-08-22,3330000,부산광역시 해운대구
해송교,5,달맞이길,4007,3,2,해운대구,부산광역시 해운대구 달맞이길,부산광역시 해운대구 중동 산 19-8,35.164083,129.18584,35.164421,129.186214,99,RC슬래브교(RCS),Slab,,N,80,8.5,4,18,,N,,2,1970,2017-10-26,A,해운대구청,051-749-4695,2018-08-22,3330000,부산광역시 해운대구
수현교,7,장수로,중2-199,3,4,남동구,인천광역시 남동구 장수로 42번길 일원,인천광역시 남동구 장수동 474-3,37.453248,126.749565,37.453706,126.749306,3,슬라브,Slab,,N,16.6,8.7,0,0,,,,2,1976,2018-06-01,B,남동구,032-453-2724,2018-11-23,3530000,인천광역시 남동구
연수교,7,함박뫼로,중1-17,3,4,남동구,인천광역시 남동구 함박뫼로 294 일원,인천광역시 남동구 남촌동 620-7번지,37.416498,126.696209,37.417167,126.695144,3,PSCI빔,Girder,,Y,90.1,25,0,0,,,,4,1989,2018-06-01,B,남동구,032-453-2724,2018-11-23,3530000,인천광역시 남동구
장수3교,7,장승로,장수동 727-21,3,4,남동구,인천광역시 남동구 장수동 763-1번지 일원,인천광역시 남동구 장수동 763-1번지 일원,37.446953,126.747203,37.447039,126.746392,3,IC슬래브,Slab,,Y,30,11,0,0,,,,2,1997,2018-06-01,C,남동구,032-453-2724,2018-11-23,3530000,인천광역시 남동구
아암교,7,아암대로,소1-21소1-20,3,4,남동구,인천광역시 남동구 아암대로 1247,인천광역시 남동구 고잔동 510-2,37.383605,126.7084143,37.3842847,126.717251,1,강박스거더,Girder,,Y,370315,11,0,0,,,,2,2012,2018-06-01,B,남동구,032-453-2724,2018-11-23,3530000,인천광역시 남동구
차도1교,7,서창남순환로,중2-601,3,4,남동구,인천광역시 남동구 서창남순환로 190-100,인천광역시 남동구 서창동 695,37.425538,126.742831,37.42436477,126.742807,3,라멘,Rahmen,,Y,17.5,11.4,0,0,,,,3,2013,2018-06-01,B,남동구,032-453-2724,2018-11-23,3530000,인천광역시 남동구
삼지교,6,군도,5호,3,14,담양군,전라남도 담양군 수북면 정중리 81-7번지,전라남도 담양군 수북면 정중리 81-7번지,35.271022,126.938392,35.270235,126.939005,3,RCS,Slab,,Y,230,10,7.6,24,,,,2,2004,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
고읍교,6,군도,17호,3,14,담양군,전라남도 담양군 고서면 분향리 382-14번지,전라남도 담양군 고서면 분향리 382-14번지,35.207519,126.983638,35.207537,126.983819,3,RCS,Slab,,Y,54,9,5.2,18,,,,2,2003,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
고읍소교,6,군도,17호,3,14,담양군,전라남도 담양군 고서면 고읍리 759-9번지,전라남도 담양군 고서면 고읍리 759-9번지,35.208847,126.990872,35.209049,126.991912,99,RCS,Slab,,Y,13,7,3.2,13.5,,,,2,1983,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
노채소교,6,군도,17호,3,14,담양군,전라남도 담양군 고서면 금현리 94-10번지,전라남도 담양군 고서면 금현리 94-10번지,35.203859,126.975832,35.203826,126.975916,99,RCS,Slab,,N,7,4.6,3.7,13.5,,,,1,1989,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
풍암교,6,군도,1호,3,14,담양군,전라남도 담양군 가사문학면 풍암리 206번지,전라남도 담양군 가사문학면 풍암리 206번지,35.175571,127.053512,35.175486,127.053571,99,RCS,Slab,,Y,16,10,4.5,24,,,,2,2006,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
유천교,6,군도,1호,3,14,담양군,전라남도 담양군 창평면 창평리 633-7번지,전라남도 담양군 창평면 창평리 633-7번지,35.230343,127.018578,35.230185,127.018695,3,RCS,Slab,,Y,29,10,4.8,24,,,,2,2007,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
연화교,6,군도,4호,3,14,담양군,전라남도 담양군 창평면 유곡리 33-4번지,전라남도 담양군 창평면 유곡리 33-4번지,35.243855,126.996767,35.243861,126.996865,3,RCS,Slab,,Y,25.8,8,4.5,24,,,,2,1996,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
창평교,6,군도,5호,3,14,담양군,전라남도 담양군 창평면 창평리 235-5번지,전라남도 담양군 창평면 창평리 235-5번지,35.239562,127.012121,35.239362,127.012366,3,RCS,Slab,,Y,50,12,5.2,18,,,,2,2003,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
양곡교,6,군도,5호,3,14,담양군,전라남도 담양군 창평면 장화리 275-1번지,전라남도 담양군 창평면 장화리 275-1번지,35.246564,126.997068,35.246512,126.997123,99,RCS,Slab,,Y,9.5,6.7,2.5,18,,,,2,1970,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
외동교,6,군도,1호,3,14,담양군,전라남도 담양군 창평면 외동리 671번지,전라남도 담양군 창평면 외동리 671번지,35.203705,127.032119,35.203812,127.032194,99,RCS,Slab,,Y,10,7.5,2.8,24,,,,2,2000,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
갈전소교,6,군도,3호,3,14,담양군,전라남도 담양군 대덕면 갈전리 786-1번지,전라남도 담양군 대덕면 갈전리 786-1번지,35.194404,127.097401,35.194321,127.097493,3,RCS,Slab,,Y,35,9.5,4.5,24,,,,2,2003,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
갈전교,6,군도,3호,3,14,담양군,전라남도 담양군 대덕면 갈전리 770-60번지,전라남도 담양군 대덕면 갈전리 770-60번지,35.188975,127.099691,35.188749,127.099727,3,RCS,Slab,,Y,39.9,9.5,4.3,24,,,,2,1996,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
동산교,6,군도,18호,3,14,담양군,전라남도 담양군 무정면 동산리 568-1번지,전라남도 담양군 무정면 동산리 568-1번지,35.289684,127.028411,35.290005,127.028576,3,RCS,Slab,,N,66,6,2.4,13.5,,,,1,1992,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
옥산교,6,군도,10호,3,14,담양군,전라남도 담양군 월산면 월계리 758-29번지,전라남도 담양군 월산면 월계리 758-29번지,35.338234,126.978069,35.338078,126.978171,99,RCS,Slab,,Y,67,8,3,24,,,,2,2012,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
대례교,6,군도,15호,3,14,담양군,전라남도 담양군 월산면 월산리 856-10번지,전라남도 담양군 월산면 월산리 856-10번지,35.342958,126.952846,35.342866,126.952842,99,RCS,Slab,,Y,34,10,3.5,24,,,,2,2011,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
월계교,6,군도,15호,3,14,담양군,전라남도 담양군 월산면 월계리 603-1번지,전라남도 담양군 월산면 월계리 603-1번지,35.349962,126.973345,35.349716,126.972857,3,RCS,Slab,,Y,40,6.8,3,18,,,,2,1990,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
송정교,6,군도,5호,3,14,담양군,전라남도 담양군 수북면 대방리 811-1번지,전라남도 담양군 수북면 대방리 811-1번지,35.311574,126.914094,35.311478,126.914209,99,RCS,Slab,,Y,33,11,3.9,24,,,,2,2011,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
궁산소교,6,군도,15호,3,14,담양군,전라남도 담양군 수북면 궁산리 545-31번지,전라남도 담양군 수북면 궁산리 545-31번지,35.312374,126.922285,35.312409,126.922492,99,RCS,Slab,,Y,19,8,4,13.5,,,,2,2010,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
대성교,6,군도,20호,3,14,담양군,전라남도 담양군 금성면 대성리 30-25번지,전라남도 담양군 금성면 대성리 30-25번지,35.371434,127.018392,35.371484,127.018625,99,RCS,Slab,,Y,60,10.4,2.4,24,,,,2,2014,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
학동교,99,준용도로,1호,3,14,담양군,전라남도 담양군 담양읍 학동리 610-7번지,전라남도 담양군 담양읍 학동리 610-7번지,35.324381,127.001704,35.324181,127.001781,2,RCS,Slab,,Y,180,19.34,5.5,24,,,,2,2003,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
금월교,99,농어촌도로,102호,3,14,담양군,전라남도 담양군 담양읍 금월리 45-7번지,전라남도 담양군 담양읍 금월리 45-7번지,35.334804,127.016023,35.334783,127.016115,99,RCS,Slab,,Y,16,9,3.7,24,,,,4,2007,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
삼다교,99,농어촌도로,202호,3,14,담양군,전라남도 담양군 담양읍 삼다리 121-2번지,전라남도 담양군 담양읍 삼다리 121-2번지,35.321296,126.962815,35.321185,126.962889,3,RCS,Slab,,N,70,4.6,4.2,13.5,,,,1,1990,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
양지교,99,농어촌도로,201호,3,14,담양군,전라남도 담양군 봉산면 양지리 240-13번지,전라남도 담양군 봉산면 양지리 240-13번지,35.255615,126.943608,35.255009,126.943584,3,RCS,Slab,,Y,140,9,4.8,18,,,,2,2003,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
제월2교,99,농어촌도로,204호,3,14,담양군,전라남도 담양군 봉산면 제월리 416번지,전라남도 담양군 봉산면 제월리 416번지,35.289242,126.966902,35.288734,126.966856,3,RCS,Slab,,N,108.8,4.3,4,13.5,,,,1,1968,2018-05-15,C,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
와우교,99,농어촌도로,301호,3,14,담양군,전라남도 담양군 봉산면 와우리 18-2번지,전라남도 담양군 봉산면 와우리 18-2번지,35.259336,126.937258,35.259689,126.937771,99,RCS,Slab,,N,136,5.1,4.5,13.5,,,,1,2012,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
마항교,99,농어촌도로,302호,3,14,담양군,전라남도 담양군 봉산면 대추리 1117-1번지,전라남도 담양군 봉산면 대추리 1117-1번지,35.282836,126.958592,35.282533,126.959017,99,RCS,Slab,,N,72,5,3,13.5,,,,1,2012,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
동산교,99,농어촌도로,309호,3,14,담양군,전라남도 담양군 고서면 동운리 1176번지,전라남도 담양군 고서면 동운리 1176번지,35.232807,126.970727,35.232951,126.971216,99,RCS,Slab,,Y,90,9,4.6,24,,,,2,2013,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
교산교,99,농어촌도로,310호,3,14,담양군,전라남도 담양군 고서면 교산리 403-38번지,전라남도 담양군 고서면 교산리 403-38번지,35.215927,126.982352,35.215971,126.982499,3,RCS,Slab,,Y,75,6.5,3.5,18,,,,2,2003,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
경상1교,99,농어촌도로,203호,3,14,담양군,전라남도 담양군 가사문학면 경상리 149-1번지,전라남도 담양군 가사문학면 경상리 149-1번지,35.164295,127.037621,35.164202,127.037762,99,RCS,Slab,,Y,19,6.5,3.9,18,,,,2,1994,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
경상2교,99,농어촌도로,203호,3,14,담양군,전라남도 담양군 가사문학면 경상리 290번지,전라남도 담양군 가사문학면 경상리 290번지,35.160103,127.040659,35.160246,127.040682,99,RCS,Slab,,Y,12,7,4,18,,,,2,1995,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
평촌교,99,농어촌도로,205호,3,14,담양군,전라남도 담양군 가사문학면 정곡리 390-2번지,전라남도 담양군 가사문학면 정곡리 390-2번지,35.163549,127.031472,35.163511,127.031554,99,RCS,Slab,,N,10,5.3,4.5,24,,,,1,1993,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
의암교,99,농어촌도로,101호,3,14,담양군,전라남도 담양군 창평면 일산리 156-2번지,전라남도 담양군 창평면 일산리 156-2번지,35.234416,126.995636,35.234313,126.995741,3,RCS,Slab,,Y,52,9,4.2,24,,,,2,2003,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
절산교,99,농어촌도로,101호,3,14,담양군,전라남도 담양군 창평면 유곡리 362-22번지,전라남도 담양군 창평면 유곡리 362-22번지,35.253617,126.988101,35.253736,126.988192,3,RCS,Slab,,Y,43,9.2,4.5,24,,,,2,1999,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
용운교,99,농어촌도로,201호,3,14,담양군,전라남도 담양군 창평면 삼천리 188-12번지,전라남도 담양군 창평면 삼천리 188-12번지,35.234798,127.027965,35.234727,127.028075,99,RCS,Slab,,Y,14,7.5,3.5,13.5,,,,2,2008,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
운산교,99,농어촌도로,201호,3,14,담양군,전라남도 담양군 대덕면 운산리 837-15번지,전라남도 담양군 대덕면 운산리 837-15번지,35.183148,127.093071,35.183116,127.093255,3,RCS,Slab,,Y,60,8,4,24,,,,2,2003,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
영천교,99,농어촌도로,201호,3,14,담양군,전라남도 담양군 무정면 영천리 835번지,전라남도 담양군 무정면 영천리 835번지,35.292294,126.987063,35.292947,126.987378,3,RCS,Slab,,Y,90,6.5,3,18,,,,2,1995,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
성도1교,99,농어촌도로,203호,3,14,담양군,전라남도 담양군 무정면 성도리 434-31번지,전라남도 담양군 무정면 성도리 434-31번지,35.292171,127.000579,35.292335,127.000473,99,RCS,Slab,,N,70,5,3.4,18,,,,1,2018,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
칠전교,99,농어촌도로,301호,3,14,담양군,전라남도 담양군 무정면 오룡리 50-2번지,전라남도 담양군 무정면 오룡리 50-2번지,35.293368,127.016641,35.292915,127.017055,3,RCS,Slab,,Y,65,8,5.5,18,,,,2,2006,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
와룡교,99,농어촌도로,203호,3,14,담양군,전라남도 담양군 금성면 원율리 69-1번지,전라남도 담양군 금성면 원율리 69-1번지,35.343545,127.031771,35.343466,127.031882,3,RCS,Slab,,Y,40,8,5,18,,,,2,1995,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
봉서교,99,농어촌도로,204호,3,14,담양군,전라남도 담양군 금성면 봉서리 77-1번지,전라남도 담양군 금성면 봉서리 77-1번지,35.332967,127.046269,35.333196,127.047009,3,RCS,Slab,,N,40,4.4,3.5,13.5,,,,1,2015,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
월용교,99,농어촌도로,203호,3,14,담양군,전라남도 담양군 용면 용연리 403-2번지,전라남도 담양군 용면 용연리 403-2번지,35.424985,127.015682,35.425129,127.015841,3,RCS,Slab,,Y,22,8.5,6.1,13.5,,,,2,1995,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
추성소교,99,농어촌도로,303호,3,14,담양군,전라남도 담양군 용면 추성리 621번지,전라남도 담양군 용면 추성리 621번지,35.368037,126.988642,35.367956,126.988661,99,RCS,Slab,,N,10,4,3.4,13.5,,,,1,1976,2018-05-15,B,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
분통교,99,농어촌도로,205호,3,14,담양군,전라남도 담양군 용면 용연리 270-2번지,전라남도 담양군 용면 용연리 270-2번지,35.424725,127.027699,35.424674,127.027671,3,RCS,Slab,,Y,22,7,4.2,18,,,,2,1995,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
가곡1교,99,농어촌도로,201호,3,14,담양군,전라남도 담양군 월산면 용흥리 557-6번지,전라남도 담양군 월산면 용흥리 557-6번지,35.349083,126.892913,35.348888,126.892778,99,RCS,Slab,,Y,30,8,5.6,24,,,,2,2010,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
가곡2교,99,농어촌도로,201호,3,14,담양군,전라남도 담양군 월산면 용흥리 427-5번지,전라남도 담양군 월산면 용흥리 427-5번지,35.354386,126.898633,35.354261,126.898628,99,RCS,Slab,,Y,20,8,6.2,13.5,,,,2,2010,2018-05-15,A,전라남도 담양군,061-380-3352,2019-02-19,4850000,전라남도 담양군
